yyyyq,y,dp,dy,ep,bm,ntis,tbl,ltr,tms,dfy,infl,ik
19471,-0.00367981861837266,-1.323653084,-1.327358934,-1.07718186,0.741534989,0.03101998,0.0038,0.003501737,0.0175,-0.006,0.018604651,0.035721207
19472,0.00176863502465083,-1.301315622,-1.300171989,-1.023766722,0.741116751,0.026472743,0.0038,0.000587378,0.0178,-0.0066,0.00456621,0.034786965
19473,-0.00277551334925838,-1.281637373,-1.284502123,-0.988932766,0.740323399,0.02405855,0.008,0.009987445,0.0133,-0.0062,0.045454545,0.033769696
19474,0.00547617958134407,-1.260412145,-1.254985178,-0.977865555,0.725325679,0.025921595,0.0095,-0.039831736,0.0148,-0.0066,0.017391304,0.034545513
19481,-0.00677213587713999,-1.248982416,-1.255272505,-0.945405231,0.841422122,0.027187025,0.01,0.010031671,0.0141,-0.007,0,0.036350154
19482,0.04196568236410970,-1.294336528,-1.248982416,-0.954242509,0.786973504,0.023893669,0.01,0.010106677,0.0138,-0.0058,0.02991453,0.034682752
19483,-0.03266438305468000,-1.250532165,-1.284236201,-0.874081072,0.836231071,0.019128082,0.0109,-0.00060301,0.0133,-0.0061,0.01659751,0.03443501
19484,-0.00740656325857351,-1.213360639,-1.221568469,-0.822008106,0.840947547,0.015014554,0.0116,0.01395183,0.0121,-0.0074,-0.016326531,0.034992792
19491,-0.00369846058486088,-1.186598896,-1.190617512,-0.801248015,0.901750423,0.014658966,0.0117,0.020637417,0.011,-0.0077,-0.012448133,0.032999509
19492,-0.02520104953272700,-1.142463082,-1.1692248,-0.770852012,0.953888424,0.016812418,0.0117,0.019752225,0.01,-0.0076,0.004201681,0.03145689
19493,0.03819906120832640,-1.175534114,-1.134029914,-0.814169552,0.875020547,0.023343408,0.0107,0.01332075,0.0105,-0.0077,0,0.029705694
19494,0.03102934087811660,-1.167369163,-1.135662602,-0.858786029,0.796429284,0.027175585,0.011,0.009224811,0.0099,-0.0073,-0.012552301,0.029053886
19501,0.01216434042382100,-1.169609132,-1.156088153,-0.863046647,0.825527785,0.029291342,0.0112,-0.00321602,0.0103,-0.0066,0,0.029764354
19502,0.00875345602138890,-1.168546587,-1.158613747,-0.842894116,0.813447468,0.030396659,0.0115,0.003794125,0.0101,-0.0066,0.008474576,0.032268846
19503,0.04000441689344880,-1.165067965,-1.123876192,-0.854350702,0.751457855,0.025914209,0.013,-0.000342035,0.009,-0.0057,0.025210084,0.034910743
19504,0.02094931943191990,-1.14252567,-1.121602271,-0.856524665,0.722538442,0.031358256,0.0134,0.000281093,0.009,-0.0053,0.024590164,0.034514995
19511,0.01864991881045480,-1.148570185,-1.127999417,-0.878627338,0.7813946,0.032686771,0.014,-0.017317126,0.0101,-0.0045,0.032,0.033301004
19512,-0.00921769803962471,-1.12826668,-1.137289175,-0.886822374,0.800362677,0.036341121,0.0145,-0.01927496,0.0114,-0.0055,0.003875969,0.033484431
19513,0.03976676194653980,-1.184766122,-1.13954769,-0.966935989,0.716182328,0.028799506,0.0163,0.015645927,0.009,-0.0062,0.007722008,0.03357894
19514,0.00508015029854663,-1.226810069,-1.217390598,-0.988639355,0.721316347,0.036150788,0.0173,-0.018636657,0.0096,-0.006,0.01532567,0.032605748
19521,0.00867271779735818,-1.234567185,-1.223740837,-1.006644287,0.751874119,0.032094137,0.0159,0.015350584,0.0104,-0.0055,-0.00754717,0.032483029
19522,0.00847521866527744,-1.235876579,-1.225487527,-1.028028724,0.738715088,0.02773127,0.017,0.014047693,0.0089,-0.0056,0.007604563,0.032601904
19523,-0.00881477338859204,-1.228506556,-1.235876579,-1.016962555,0.748678911,0.031038055,0.0171,-0.021869182,0.0106,-0.0057,0.00754717,0.029432133
19524,0.02977814967274290,-1.275172442,-1.240655446,-1.044180313,0.694073313,0.026534716,0.0209,0.004563611,0.007,-0.0054,0,0.031939347
19531,-0.02251331375869460,-1.253729717,-1.275172442,-1.017342556,0.762496874,0.024013353,0.0201,-0.016244348,0.0093,-0.0045,-0.003745318,0.033464986
19532,-0.02123529417745040,-1.230448921,-1.250660485,-0.983063544,0.795496906,0.0274619,0.0211,-0.003405325,0.009,-0.0046,0.007518797,0.033408505
19533,-0.01557397512749250,-1.215998541,-1.230448921,-0.961746704,0.808210877,0.025876606,0.0179,0.033089477,0.0105,-0.0059,0.003731343,0.033880513
19534,0.02363500235862310,-1.233258762,-1.206918883,-0.994953043,0.759700961,0.024822272,0.016,0.023114493,0.0114,-0.0061,0,0.03317577
19541,0.03305964103356830,-1.263080257,-1.22730943,-1.023857411,0.804915818,0.022093476,0.0103,0.039105659,0.0175,-0.0065,0,0.03192281
19542,0.03240660092906610,-1.304163555,-1.269029589,-1.047230266,0.732467844,0.018357419,0.0064,0.017935755,0.0208,-0.0059,0,0.031370638
19543,0.04099228327312040,-1.342019623,-1.298214222,-1.08938121,0.677745103,0.016884189,0.0101,0.008742008,0.017,-0.0058,-0.003717472,0.032025073
19544,0.04435637926148560,-1.368540438,-1.321816237,-1.11358139,0.604119785,0.026992812,0.0115,0.00448633,0.0157,-0.0055,-0.003731343,0.031707907
19551,0.00573033551631865,-1.370119103,-1.362936561,-1.09195199,0.607761777,0.027968342,0.0128,-0.023287915,0.016,-0.0046,0,0.03206217
19552,0.04650071421017820,-1.417201865,-1.367344049,-1.105245645,0.551641632,0.025363932,0.0141,-0.000255516,0.0152,-0.0046,0,0.033842107
19553,0.02435104298984810,-1.430668177,-1.403586502,-1.103624749,0.533624791,0.025633981,0.0207,-0.00257565,0.0091,-0.0046,0.007490637,0.03525743
19554,0.01445391016453740,-1.442976608,-1.425339344,-1.099111885,0.50982801,0.02524455,0.0254,0.01357159,0.0041,-0.0047,-0.003717472,0.035855482
19561,0.02514887815219690,-1.447516508,-1.419774353,-1.118536245,0.5310772,0.026695068,0.0225,-0.006922325,0.0078,-0.005,0,0.03481009
19562,-0.01533256909965070,-1.416548055,-1.430290106,-1.115518059,0.551564593,0.025671522,0.0249,0.013675304,0.005,-0.005,0.014925373,0.035011446
19563,-0.01737537421629190,-1.391759468,-1.407002737,-1.117501193,0.571909521,0.029361949,0.0284,-0.034405216,0.004,-0.0051,0.007352941,0.034947313
19564,0.00761380212949552,-1.428488553,-1.416028043,-1.136283422,0.544176827,0.026149367,0.0321,-0.028771081,0.0024,-0.0062,0.00729927,0.034522276
19571,-0.02702173224288290,-1.406490955,-1.430991698,-1.113058141,0.599818875,0.026599595,0.0308,0.034697252,0.0023,-0.0077,0.007246377,0.034440097
19572,0.02627942113922920,-1.437457282,-1.406490955,-1.141477279,0.565876532,0.030527691,0.0329,-0.042008859,0.0032,-0.0072,0.010791367,0.034029531
19573,-0.04967161666994150,-1.382057996,-1.429990717,-1.087241189,0.624150778,0.034362522,0.0353,0.003669534,0.0011,-0.0081,0.007117438,0.034433213
19574,-0.02754543471720180,-1.349098373,-1.374717633,-1.074321503,0.653675779,0.034873147,0.0304,0.080208128,0.0019,-0.0122,0.003533569,0.033223927
19581,0.01979003035477910,-1.376308829,-1.353978138,-1.127352448,0.668591638,0.028935347,0.013,0.011731463,0.0191,-0.0105,0.014084507,0.03057087
19582,0.02875269839159950,-1.417476493,-1.386235993,-1.188654976,0.62466017,0.021436618,0.0083,0.00240263,0.0241,-0.0098,0.003472222,0.029091422
19583,0.03978420183460520,-1.461444742,-1.417476493,-1.240098358,0.561371197,0.013983478,0.0244,-0.080970639,0.0136,-0.0078,0,0.02853709
19584,0.03832694592835580,-1.498979698,-1.456452797,-1.281119904,0.51177932,0.023686832,0.0277,0.007395623,0.0105,-0.0077,0,0.029495825
19591,-0.00112750341674966,-1.495849955,-1.494044481,-1.251062833,0.516860282,0.02498439,0.028,0.005312531,0.0123,-0.0072,0,0.030284164
19592,0.01908587640322530,-1.514080063,-1.490970191,-1.235454177,0.483219391,0.026882074,0.0321,-0.011206344,0.0098,-0.0058,0.006920415,0.031046392
19593,-0.01582938893151580,-1.497281013,-1.509254519,-1.219665468,0.492337893,0.030528391,0.0404,-0.00383529,0.0025,-0.0066,0.006872852,0.031836173
19594,0.01701400996549700,-1.514903223,-1.492508498,-1.247154615,0.457783797,0.022856304,0.0449,-0.013024952,-0.0002,-0.007,0.003412969,0.031493788
19601,-0.03600190715920800,-1.455237425,-1.489552583,-1.212839457,0.549798083,0.02559341,0.0331,0.060926043,0.008,-0.0076,0,0.032493793
19602,0.00922829498123336,-1.46523028,-1.453004543,-1.242047291,0.529174862,0.024269926,0.0246,0.01520599,0.0161,-0.0081,0.006802721,0.032750013
19603,-0.02852018292306300,-1.438481493,-1.46523028,-1.213968352,0.584341711,0.028312467,0.0248,0.037577341,0.0139,-0.0076,0,0.031689573
19604,0.03209110054102200,-1.474216264,-1.438481493,-1.249703123,0.550422965,0.022761361,0.0225,0.018256736,0.0155,-0.0075,0.006756757,0.031311695
19611,0.04490228685846990,-1.525512329,-1.476449146,-1.32335558,0.546679869,0.022737591,0.0239,0.005352382,0.0158,-0.008,0,0.030455488
19612,-0.00525343778341538,-1.522699618,-1.525512329,-1.329058719,0.540821101,0.022482126,0.0233,-0.000704253,0.0171,-0.007,0,0.030918732
19613,0.01108127542745270,-1.532065053,-1.518245276,-1.340021286,0.527516721,0.024963387,0.0228,0.012582658,0.0175,-0.0067,0.006711409,0.030986149
19614,0.02699346044139210,-1.549258269,-1.518969755,-1.350818955,0.505922258,0.022324288,0.026,-0.007477772,0.0155,-0.0068,0,0.031834313
19621,-0.01479160050099000,-1.532666967,-1.544979471,-1.314667233,0.545724592,0.024075304,0.0272,0.034410385,0.0126,-0.0065,0.003333333,0.032356963
19622,-0.10338156391365200,-1.424516903,-1.528429914,-1.198054649,0.687357469,0.026455442,0.0273,0.005140153,0.0128,-0.0074,0.003322259,0.033076791
19623,0.00860816486352876,-1.43221358,-1.420320789,-1.20250221,0.666344261,0.030601614,0.0278,0.013742507,0.012,-0.0071,0.006622517,0.033235413
19624,0.04530158092294130,-1.471649756,-1.421897312,-1.235363295,0.591627051,0.01996807,0.0287,0.014054452,0.0108,-0.0068,0,0.032739375
19631,0.01950927558681050,-1.490840097,-1.467590899,-1.253904647,0.587528571,0.014380171,0.0289,0.00160055,0.0112,-0.0069,0.003289474,0.032435368
19632,0.01441358824932780,-1.498749014,-1.480855876,-1.25684047,0.567281575,0.018263203,0.0299,0.002999325,0.0108,-0.0061,0.003278689,0.033224214
19633,0.01031781475418950,-1.511126882,-1.496779421,-1.25782397,0.547223625,0.010313262,0.0338,0.005608593,0.0072,-0.0053,0.003267974,0.033949788
19634,0.01567121807476320,-1.517242213,-1.497584309,-1.270951007,0.525591454,0.008954678,0.0352,0.001885248,0.0065,-0.005,0.006514658,0.034751445
19641,0.01813786881314080,-1.530161208,-1.507821139,-1.276340848,0.523675442,0.017783196,0.0354,0.001192296,0.007,-0.0045,0,0.035269819
19642,0.01073506552440400,-1.535591939,-1.520940172,-1.275681,0.512206855,0.020502939,0.0348,0.016690592,0.0071,-0.0044,0.003236246,0.035801781
19643,0.00916129589427162,-1.537819095,-1.52477907,-1.274901398,0.486537121,0.020403063,0.0353,0.007815608,0.0068,-0.004,0.003225806,0.03662263
19644,-0.00100208566266514,-1.530199698,-1.527268913,-1.27012831,0.4872273,0.023094426,0.0384,0.009025332,0.0039,-0.0037,0.003215434,0.036957448
19651,0.00296102539566746,-1.52876551,-1.521599526,-1.265059837,0.469489905,0.019133363,0.0393,0.01083479,0.0029,-0.0036,0.003205128,0.038976338
19652,-0.01390955613511790,-1.508258757,-1.518665183,-1.240053902,0.480858956,0.017550279,0.038,0.01013189,0.0043,-0.0039,0.009584665,0.039885429
19653,0.02430006390808670,-1.52916781,-1.500017627,-1.256820104,0.448537471,0.016894554,0.0392,-0.00250591,0.0041,-0.0039,0,0.040782133
19654,0.00697433936632446,-1.531244049,-1.519480543,-1.250645595,0.430637806,0.020837183,0.0438,-0.011289309,0.0012,-0.0034,0.006329114,0.041853002
19661,-0.01952891497311890,-1.506466097,-1.521768157,-1.222969636,0.490175936,0.016787641,0.0459,-0.006580144,0.0001,-0.004,0.009433962,0.042958683
19662,-0.02633821561480000,-1.476302024,-1.498724457,-1.190895817,0.520974601,0.017122262,0.045,-0.013743369,0.0027,-0.0051,0.009345794,0.042852682
19663,-0.04805306178394670,-1.423104082,-1.467190617,-1.142850326,0.585492496,0.016983868,0.0537,0.008171991,-0.0057,-0.006,0.009259259,0.04261395
19664,0.01467728826110900,-1.44699587,-1.426120028,-1.160584784,0.576945106,0.017207926,0.0496,0.049279024,-0.0041,-0.0079,0.006116208,0.041770309
19671,0.04422557435763440,-1.49280854,-1.442479769,-1.218810035,0.549550798,0.014921684,0.0426,0.012620261,0.0029,-0.0072,0.003039514,0.040207034
19672,-0.00177891374190446,-1.494921899,-1.49280854,-1.230592688,0.553204845,0.010153386,0.0354,-0.063060451,0.0153,-0.0071,0.009090909,0.039466496
19673,0.02262013122463900,-1.520088532,-1.491937045,-1.261195514,0.513564846,0.005600204,0.0442,-0.002056457,0.0075,-0.0075,0.009009009,0.038709564
19674,-0.00641030044996983,-1.519009427,-1.520088532,-1.257665069,0.525792445,0.014361073,0.0497,-0.040745267,0.0059,-0.0074,0.008928571,0.038968448
19681,-0.03373712145621560,-1.485384522,-1.514570263,-1.219607638,0.566809806,0.012677156,0.0517,0.007568655,0.0043,-0.0074,0.01179941,0.039651434
19682,0.03588520939661260,-1.522500934,-1.479535349,-1.252316927,0.530741813,0.012090096,0.0552,0.050720855,-0.0018,-0.0079,0.011661808,0.03839748
19683,0.00745590459083448,-1.530000934,-1.516729493,-1.258627131,0.509195439,0.018287028,0.0519,0.018099698,0.0012,-0.0082,0.011527378,0.038390135
19684,-0.00139867299152641,-1.529309943,-1.524305187,-1.256025835,0.504900662,0.031961491,0.0596,-0.074602179,0.0002,-0.0078,0.011396011,0.038997633
19691,-0.01601380026705380,-1.515147134,-1.525086624,-1.241585843,0.557040236,0.039508092,0.0602,-0.015503007,0.0018,-0.0066,0.016901408,0.039596633
19692,-0.02287681645552380,-1.494394676,-1.51096449,-1.223526166,0.596777334,0.045152858,0.0644,0.012828105,-0.0021,-0.0072,0.013850416,0.039454335
19693,-0.02777230810469260,-1.470732414,-1.491628459,-1.198927673,0.640888463,0.04839134,0.0709,-0.052204716,-0.0032,-0.0091,0.013661202,0.039949038
19694,-0.01317132365461750,-1.464383888,-1.469355885,-1.202143132,0.651082013,0.034273783,0.0782,0.004436121,-0.0095,-0.0093,0.016172507,0.03913485
19701,-0.01831962608215300,-1.451394134,-1.463011708,-1.201945002,0.690326769,0.035841581,0.0663,0.049292688,-0.0002,-0.0079,0.013262599,0.038356121
19702,-0.09449902388042240,-1.35922675,-1.450026276,-1.119714792,0.793381417,0.042290748,0.0668,-0.041754884,0.0041,-0.0077,0.015706806,0.037648567
19703,0.05467527055478550,-1.421572984,-1.357863187,-1.196198878,0.71291476,0.037942419,0.0612,0.053422008,0.0068,-0.013,0.010309278,0.037365455
19704,0.03228028797202290,-1.467565691,-1.428434019,-1.254377974,0.646426358,0.031461707,0.0487,0.058372172,0.0161,-0.0148,0.015306122,0.035525028
19711,0.03190283617768150,-1.508583841,-1.471734951,-1.283673727,0.633811383,0.026398845,0.0338,0.087836017,0.0255,-0.0125,0.005025126,0.035486737
19712,-0.00773828487424304,-1.507333464,-1.509982537,-1.272783526,0.643221043,0.027278498,0.0475,-0.04432378,0.0166,-0.0111,0.015,0.035624468
19713,-0.01088917083521550,-1.502771725,-1.508736679,-1.257930374,0.64608483,0.027934417,0.0469,0.071666223,0.0129,-0.0115,0.004926108,0.035395651
19714,0.01135202843587840,-1.521844828,-1.505591828,-1.253108348,0.643900247,0.034023359,0.0401,0.016373965,0.0196,-0.0113,0.007352941,0.035795363
19721,0.01657576670099870,-1.54305641,-1.521844828,-1.266018653,0.645901988,0.031723183,0.0373,-0.005775485,0.024,-0.01,0.00729927,0.036588644
19722,-0.00446098641778822,-1.542813267,-1.54305641,-1.253977311,0.654015479,0.034199389,0.0391,0.023079376,0.0216,-0.0097,0.007246377,0.036778959
19723,0.00824171842384547,-1.55500803,-1.541400926,-1.255390376,0.637385001,0.032869775,0.0466,0.01605877,0.014,-0.0087,0.009592326,0.036911424
19724,0.02253952450812940,-1.573755438,-1.545248193,-1.264530963,0.595674595,0.034203484,0.0507,0.02256333,0.0092,-0.0085,0.009501188,0.038371871
19731,-0.03053937084761510,-1.546293499,-1.571006729,-1.214843848,0.676018128,0.036706149,0.0609,-0.022797049,0.0077,-0.0074,0.018823529,0.039649507
19732,-0.03593500746222190,-1.510261849,-1.539496889,-1.158979423,0.720974308,0.039013398,0.0719,-0.008035809,-0.0009,-0.0076,0.020785219,0.040665936
19733,0.00781676354122892,-1.520601705,-1.503569968,-1.149223118,0.678808996,0.034361226,0.0829,0.025719572,-0.0126,-0.01,0.022624434,0.040708738
19734,-0.05204723067445970,-1.460310573,-1.506232757,-1.077537115,0.755588463,0.013007395,0.0745,-0.005416464,-0.0019,-0.008,0.022123894,0.04039554
19741,-0.02392973980173740,-1.436476998,-1.452668831,-1.050829163,0.815184013,0.010399936,0.0796,-0.039568222,-0.0013,-0.0061,0.034632035,0.03974047
19742,-0.04531880390897120,-1.390430407,-1.428967396,-0.992987019,0.860158772,0.00802781,0.079,-0.00887109,0.0022,-0.008,0.025104603,0.039077719
19743,-0.13357042203285300,-1.247952762,-1.379404003,-0.843528834,1.135440143,0.005138262,0.0806,-0.001975728,0.0031,-0.0094,0.032653061,0.038088205
19744,0.02368542954807150,-1.279768308,-1.24674471,-0.887169048,1.120018175,0.008773308,0.0715,0.098307858,0.0045,-0.0174,0.0256917,0.036552746
19751,0.07545230199948880,-1.356291642,-1.271404745,-0.994100997,0.972466315,0.020467918,0.0549,0.00823636,0.0275,-0.0181,0.015414258,0.033912258
19752,0.04976783624315540,-1.409217417,-1.351583796,-1.077678259,0.84983902,0.022961833,0.0534,0.031890493,0.0279,-0.0185,0.017077799,0.032738222
19753,-0.05970643092302180,-1.354232733,-1.409217417,-1.033744922,0.940948254,0.027917636,0.0642,-0.02508952,0.022,-0.0166,0.018656716,0.032789807
19754,0.02425527513436390,-1.389310568,-1.357758824,-1.054245319,0.876338851,0.023709429,0.0544,0.076489458,0.0261,-0.0177,0.016483516,0.032835552
19761,0.04926461208417400,-1.44483999,-1.388132021,-1.074348465,0.784031217,0.015070147,0.05,0.032109046,0.0292,-0.016,0.007207207,0.033179598
19762,0.00056364804171654,-1.443013178,-1.436678512,-1.05205929,0.781427631,0.018923185,0.0541,0.006479768,0.0266,-0.0127,0.016100179,0.033303963
19763,-0.00128044374117702,-1.43672011,-1.432740293,-1.042177468,0.791363274,0.023781738,0.0508,0.043986016,0.0273,-0.0102,0.014084507,0.033747926
19764,0.00483141794307839,-1.423791813,-1.414725816,-1.035173182,0.779973125,0.028565696,0.0435,0.076677282,0.0286,-0.0114,0.010416667,0.034117385
19771,-0.04109001531222050,-1.370869338,-1.409032813,-0.989622829,0.868429928,0.030337549,0.046,-0.03480582,0.0312,-0.0102,0.02233677,0.03512258
19772,0.00392084666631258,-1.362593137,-1.353596871,-0.984211907,0.871112081,0.031941274,0.0502,0.036411646,0.0252,-0.0096,0.020168067,0.035773885
19773,-0.02233941270327130,-1.331449792,-1.348867113,-0.954872835,0.942262516,0.032367733,0.0581,0.009724682,0.0183,-0.0088,0.011532125,0.036143666
19774,-0.01199129492479550,-1.308863636,-1.315345426,-0.941152637,0.960333025,0.030475541,0.0607,-0.016885037,0.0196,-0.008,0.011400651,0.036959539
19781,-0.03260206139211640,-1.269172302,-1.29693928,-0.912190901,1.111492553,0.027569748,0.0629,-0.009687233,0.0202,-0.0075,0.020933977,0.036872233
19782,0.02148643597111180,-1.289058286,-1.259332047,-0.929760021,1.027901581,0.016523465,0.0673,-0.012458058,0.0192,-0.0084,0.028391167,0.039519276
19783,0.02130361419516060,-1.310189596,-1.279436061,-0.947559954,0.972257513,0.012703906,0.0785,0.025425776,0.0075,-0.0073,0.01993865,0.040334038
19784,-0.03630437442726910,-1.277760618,-1.305885354,-0.891805501,1.045701296,0.014850552,0.0908,-0.014458786,-0.001,-0.0078,0.018045113,0.04101731
19791,0.01326320815200140,-1.290847617,-1.266765234,-0.882999319,1.033078939,0.011670308,0.0948,0.018311064,-0.0046,-0.0089,0.031019202,0.041267826
19792,-0.00382970417454880,-1.284916321,-1.279309703,-0.866950407,1.057863607,0.012068377,0.0906,0.046161979,-0.0029,-0.0109,0.035816619,0.040479656
19793,0.01462827543788710,-1.297548024,-1.271305979,-0.873455297,1.013794987,0.009403924,0.1026,-0.024024213,-0.0099,-0.011,0.031811895,0.041102056
19794,-0.01759465245195310,-1.281133966,-1.286651175,-0.861163604,1.061950068,0.010514465,0.1204,-0.050232518,-0.0192,-0.0132,0.028150134,0.040556383
19801,-0.03855625995925280,-1.24555521,-1.26975442,-0.824575718,1.093732103,0.011877396,0.152,-0.145143335,-0.0281,-0.0149,0.044328553,0.040366872
19802,0.03924190072257080,-1.284031749,-1.235196759,-0.883467597,0.990183427,0.015304351,0.0707,0.243682241,0.0299,-0.0213,0.032459426,0.037738962
